,frame_1,frame_2,frame_3,ball_future_X_position,ball_future_Y_position
0,frames/ball_188_10.png,frames/ball_188_11.png,frames/ball_188_12.png,-3.255300045013428,3.259521961212158
1,frames/ball_140_5.png,frames/ball_140_6.png,frames/ball_140_7.png,6.157427787780763,4.766790390014648
2,frames/ball_104_17.png,frames/ball_104_18.png,frames/ball_104_19.png,1.7194520235061646,0.05252575874328613
3,frames/ball_232_5.png,frames/ball_232_6.png,frames/ball_232_7.png,7.546794891357423,3.8428316116333012
4,frames/ball_158_10.png,frames/ball_158_11.png,frames/ball_158_12.png,-11.105374336242676,0.9307299852371216
5,frames/ball_234_7.png,frames/ball_234_8.png,frames/ball_234_9.png,0.3998960256576538,15.84174633026123
6,frames/ball_4_18.png,frames/ball_4_19.png,frames/ball_4_20.png,9.247344017028807,11.910755157470705
7,frames/ball_179_0.png,frames/ball_179_1.png,frames/ball_179_2.png,-1.296970009803772,0.7645558714866638
8,frames/ball_111_1.png,frames/ball_111_2.png,frames/ball_111_3.png,8.678832054138184,1.5829831361770632
9,frames/ball_2_13.png,frames/ball_2_14.png,frames/ball_2_15.png,13.727649688720705,-4.145296573638916
10,frames/ball_121_5.png,frames/ball_121_6.png,frames/ball_121_7.png,-3.2600739002227783,6.236983299255371
11,frames/ball_150_24.png,frames/ball_150_25.png,frames/ball_150_26.png,-7.631973266601562,15.7288179397583
12,frames/ball_145_25.png,frames/ball_145_26.png,frames/ball_145_27.png,-14.432114601135256,7.311061382293701
13,frames/ball_106_9.png,frames/ball_106_10.png,frames/ball_106_11.png,4.141340255737306,-1.0587915182113647
14,frames/ball_55_24.png,frames/ball_55_25.png,frames/ball_55_26.png,4.755246162414551,0.9587669372558594
15,frames/ball_171_7.png,frames/ball_171_8.png,frames/ball_171_9.png,3.342641115188598,2.4038305282592773
16,frames/ball_219_2.png,frames/ball_219_3.png,frames/ball_219_4.png,0.5746600031852722,0.8230382204055786
17,frames/ball_242_7.png,frames/ball_242_8.png,frames/ball_242_9.png,7.431871891021728,3.695545911788941
18,frames/ball_105_17.png,frames/ball_105_18.png,frames/ball_105_19.png,-4.712991714477539,6.058866500854492
19,frames/ball_232_25.png,frames/ball_232_26.png,frames/ball_232_27.png,8.834817886352539,8.693553924560549
20,frames/ball_243_15.png,frames/ball_243_16.png,frames/ball_243_17.png,-8.56004810333252,-0.05408859252929688
21,frames/ball_191_15.png,frames/ball_191_16.png,frames/ball_191_17.png,4.3303871154785165,2.548542022705078
22,frames/ball_44_3.png,frames/ball_44_4.png,frames/ball_44_5.png,0.5438239574432373,4.632239818572998
23,frames/ball_187_4.png,frames/ball_187_5.png,frames/ball_187_6.png,4.536523818969727,-0.3121859431266785
24,frames/ball_224_25.png,frames/ball_224_26.png,frames/ball_224_27.png,-6.088503837585449,4.776625633239746
25,frames/ball_96_10.png,frames/ball_96_11.png,frames/ball_96_12.png,-3.1279141902923584,6.7560386657714835
26,frames/ball_72_7.png,frames/ball_72_8.png,frames/ball_72_9.png,-0.708495020866394,4.3032474517822275
27,frames/ball_38_23.png,frames/ball_38_24.png,frames/ball_38_25.png,-14.283173561096193,9.918539047241213
28,frames/ball_239_19.png,frames/ball_239_20.png,frames/ball_239_21.png,-0.08644795417785645,17.48025894165039
29,frames/ball_43_1.png,frames/ball_43_2.png,frames/ball_43_3.png,0.9006550312042236,2.7230942249298096
30,frames/ball_151_25.png,frames/ball_151_26.png,frames/ball_151_27.png,-8.422554016113281,0.8267478942871094
31,frames/ball_59_4.png,frames/ball_59_5.png,frames/ball_59_6.png,-8.372799873352049,5.759715080261231
32,frames/ball_109_14.png,frames/ball_109_15.png,frames/ball_109_16.png,-4.916264057159424,11.113987922668457
33,frames/ball_205_10.png,frames/ball_205_11.png,frames/ball_205_12.png,0.7136781215667725,-0.2640949487686157
34,frames/ball_189_13.png,frames/ball_189_14.png,frames/ball_189_15.png,-7.777008056640625,4.924998283386231
35,frames/ball_236_17.png,frames/ball_236_18.png,frames/ball_236_19.png,12.016424179077148,18.007944107055664
36,frames/ball_22_12.png,frames/ball_22_13.png,frames/ball_22_14.png,1.0459876060485842,3.203679084777832
37,frames/ball_234_12.png,frames/ball_234_13.png,frames/ball_234_14.png,0.11621099710464478,19.319076538085934
38,frames/ball_44_2.png,frames/ball_44_3.png,frames/ball_44_4.png,0.9399518966674804,4.089170455932616
39,frames/ball_213_15.png,frames/ball_213_16.png,frames/ball_213_17.png,-10.539236068725586,2.588498592376709
40,frames/ball_123_16.png,frames/ball_123_17.png,frames/ball_123_18.png,3.5867562294006348,-1.7730262279510498
41,frames/ball_77_24.png,frames/ball_77_25.png,frames/ball_77_26.png,-4.0139551162719735,13.475600242614744
42,frames/ball_139_21.png,frames/ball_139_22.png,frames/ball_139_23.png,2.302851915359497,6.786845684051514
43,frames/ball_221_18.png,frames/ball_221_19.png,frames/ball_221_20.png,-9.933494567871094,-2.02634596824646
44,frames/ball_231_20.png,frames/ball_231_21.png,frames/ball_231_22.png,2.7536160945892334,7.870466232299805
45,frames/ball_155_17.png,frames/ball_155_18.png,frames/ball_155_19.png,3.2543368339538574,-0.6719917058944702
46,frames/ball_209_18.png,frames/ball_209_19.png,frames/ball_209_20.png,0.05798768997192383,8.958305358886719
47,frames/ball_112_18.png,frames/ball_112_19.png,frames/ball_112_20.png,-14.760534286499025,4.834466934204102
48,frames/ball_37_3.png,frames/ball_37_4.png,frames/ball_37_5.png,3.2491991519927983,0.24850168824195865
49,frames/ball_103_22.png,frames/ball_103_23.png,frames/ball_103_24.png,-5.260061740875244,5.003308773040772
50,frames/ball_143_4.png,frames/ball_143_5.png,frames/ball_143_6.png,-6.5504722595214835,1.7964005470275881
51,frames/ball_80_6.png,frames/ball_80_7.png,frames/ball_80_8.png,-7.411273956298827,3.3360276222229004
52,frames/ball_18_6.png,frames/ball_18_7.png,frames/ball_18_8.png,9.112649917602539,5.594094276428223
53,frames/ball_128_3.png,frames/ball_128_4.png,frames/ball_128_5.png,-8.524539947509767,4.659106254577637
54,frames/ball_183_8.png,frames/ball_183_9.png,frames/ball_183_10.png,-4.536293029785156,2.2278425693511963
55,frames/ball_176_22.png,frames/ball_176_23.png,frames/ball_176_24.png,-0.9174000024795532,-1.5316910743713381
56,frames/ball_213_25.png,frames/ball_213_26.png,frames/ball_213_27.png,-12.948226928710938,2.377542018890381
57,frames/ball_165_22.png,frames/ball_165_23.png,frames/ball_165_24.png,2.99725604057312,12.021921157836914
58,frames/ball_131_23.png,frames/ball_131_24.png,frames/ball_131_25.png,9.602422714233398,11.663652420043945
59,frames/ball_61_13.png,frames/ball_61_14.png,frames/ball_61_15.png,-1.3532500267028809,13.945549011230467
60,frames/ball_115_3.png,frames/ball_115_4.png,frames/ball_115_5.png,-10.139172554016113,3.865283966064453
61,frames/ball_83_20.png,frames/ball_83_21.png,frames/ball_83_22.png,-1.359170913696289,16.544431686401367
62,frames/ball_65_19.png,frames/ball_65_20.png,frames/ball_65_21.png,-4.832646369934082,15.896410942077635
63,frames/ball_34_22.png,frames/ball_34_23.png,frames/ball_34_24.png,5.145766258239746,-22.08651161193848
64,frames/ball_177_24.png,frames/ball_177_25.png,frames/ball_177_26.png,-8.673114776611326,13.205608367919922
65,frames/ball_106_20.png,frames/ball_106_21.png,frames/ball_106_22.png,0.4158949851989746,-4.09021520614624
66,frames/ball_226_20.png,frames/ball_226_21.png,frames/ball_226_22.png,10.452089309692383,0.39029526710510254
67,frames/ball_109_20.png,frames/ball_109_21.png,frames/ball_109_22.png,-3.7789440155029297,14.01279067993164
68,frames/ball_33_16.png,frames/ball_33_17.png,frames/ball_33_18.png,0.9227520227432252,18.860258102416992
69,frames/ball_107_11.png,frames/ball_107_12.png,frames/ball_107_13.png,-2.9188520908355717,11.255636215209961
70,frames/ball_213_19.png,frames/ball_213_20.png,frames/ball_213_21.png,-11.50725555419922,2.635789155960083
71,frames/ball_142_6.png,frames/ball_142_7.png,frames/ball_142_8.png,5.008768081665039,3.582799434661865
72,frames/ball_87_18.png,frames/ball_87_19.png,frames/ball_87_20.png,-8.590091705322267,2.198594331741333
73,frames/ball_186_7.png,frames/ball_186_8.png,frames/ball_186_9.png,-2.156480073928833,7.470690727233888
74,frames/ball_197_22.png,frames/ball_197_23.png,frames/ball_197_24.png,5.057324409484863,-3.644771099090576
75,frames/ball_75_13.png,frames/ball_75_14.png,frames/ball_75_15.png,-5.614459991455078,-0.4796849489212036
76,frames/ball_111_7.png,frames/ball_111_8.png,frames/ball_111_9.png,8.171815872192383,3.6620774269104
77,frames/ball_219_14.png,frames/ball_219_15.png,frames/ball_219_16.png,2.001699924468994,1.0387063026428225
78,frames/ball_210_0.png,frames/ball_210_1.png,frames/ball_210_2.png,5.133398056030273,1.9964888095855715
79,frames/ball_26_23.png,frames/ball_26_24.png,frames/ball_26_25.png,3.4954013824462886,-18.588977813720703
80,frames/ball_20_20.png,frames/ball_20_21.png,frames/ball_20_22.png,-2.0,-1.5480060577392578
81,frames/ball_112_25.png,frames/ball_112_26.png,frames/ball_112_27.png,-16.880859375,5.0319175720214835
82,frames/ball_202_13.png,frames/ball_202_14.png,frames/ball_202_15.png,7.965373039245605,2.526491641998291
83,frames/ball_138_16.png,frames/ball_138_17.png,frames/ball_138_18.png,5.959440231323242,1.392019748687744
84,frames/ball_8_19.png,frames/ball_8_20.png,frames/ball_8_21.png,13.585476875305176,23.38766098022461
85,frames/ball_178_1.png,frames/ball_178_2.png,frames/ball_178_3.png,-7.0950379371643075,0.9971515536308287
86,frames/ball_131_23.png,frames/ball_131_24.png,frames/ball_131_25.png,9.602422714233398,11.663652420043945
87,frames/ball_5_4.png,frames/ball_5_5.png,frames/ball_5_6.png,-3.973712921142578,0.5864554643630981
88,frames/ball_37_19.png,frames/ball_37_20.png,frames/ball_37_21.png,-1.644742488861084,-2.135591983795166
89,frames/ball_46_22.png,frames/ball_46_23.png,frames/ball_46_24.png,16.352581024169922,-7.120185852050781
90,frames/ball_56_23.png,frames/ball_56_24.png,frames/ball_56_25.png,7.313560485839844,10.828765869140623
91,frames/ball_89_15.png,frames/ball_89_16.png,frames/ball_89_17.png,-4.0,0.2910764217376709
92,frames/ball_193_17.png,frames/ball_193_18.png,frames/ball_193_19.png,3.328696012496948,13.151249885559082
93,frames/ball_206_7.png,frames/ball_206_8.png,frames/ball_206_9.png,2.802828073501587,-0.4248567819595337
94,frames/ball_208_22.png,frames/ball_208_23.png,frames/ball_208_24.png,-12.793323516845705,3.133037567138672
95,frames/ball_46_4.png,frames/ball_46_5.png,frames/ball_46_6.png,7.363679885864258,2.89885687828064
96,frames/ball_133_1.png,frames/ball_133_2.png,frames/ball_133_3.png,-6.088669776916504,0.05154210329055786
